NMSPcurrent,District,Zone,Region,Strata,Strata_withoutUrban,NMSPcurrent.withCM,NMSPcurrent.withCM_noITNinLow,NMSPcurrent_label,NMSPcurrent.withCM_label,NMSPcurrent.withCM_noITNinLow_label,revNMSP3a_adj,revNMSP3b_adj_withIPTsc,revNMSP4a_adj_CMall,revNMSP4b_adj_CMall_withIPTsc,revNMSP4c_adj_CMall_withIPTsc_LARVurbanOnly,revNMSP4d_adj_CMall_withIPTsc_MDA_noLARV_inVeryLow,revNMSP7a_adj_VConly,revNMSP7b_adj_VConly_withIPTsc,revNMSP7c_adj_VConly_withIPTsc_LARVurbanOnly,revNMSP7d_adj_VConly_withIPTsc_MDA_noLARV_inVeryLow,revNMSP8a_new_IPTscHighOnly_SMCmoderat_noLSM,revNMSP8b_new_IPTscHighOnly_SMCmoderat_noLSM_withMDAinvlow,revNMSP9a_noCM_new_IPTscHighOnly_SMCmoderat_noLSM,revNMSP3a_adj_label,revNMSP3b_adj_withIPTsc_label,revNMSP4a_adj_CMall_label,revNMSP4b_adj_CMall_withIPTsc_label,revNMSP4c_adj_CMall_withIPTsc_LARVurbanOnly_label,revNMSP4d_adj_CMall_withIPTsc_MDA_noLARV_inVeryLow_label,revNMSP7a_adj_VConly_label,revNMSP7b_adj_VConly_withIPTsc_label,revNMSP7c_adj_VConly_withIPTsc_LARVurbanOnly_label,revNMSP7d_adj_VConly_withIPTsc_MDA_noLARV_inVeryLow_label,revNMSP8a_new_IPTscHighOnly_SMCmoderat_noLSM_label,revNMSP8b_new_IPTscHighOnly_SMCmoderat_noLSM_withMDAinvlow_label,revNMSP9a_noCM_new_IPTscHighOnly_SMCmoderat_noLSM_label
15,Mbulu TC,Central,Manyara,very low,very low,45,45,ITN MRC,increase in CM - ITN MRC,increase in CM - ITN MRC,31,31,31,31,33,32,1,1,3,2,33,32,3,increase in CM-LARV,increase in CM-LARV,increase in CM-LARV,increase in CM-LARV,increase in CM,increase in CM-MDA,LARV,LARV,no increase in CM,MDA,increase in CM,increase in CM-MDA,no increase in CM
15,Iringa,Southern Highlands,Iringa,low,low,45,45,ITN MRC,increase in CM - ITN MRC,increase in CM - ITN MRC,49,49,49,49,51,51,19,19,21,19,87,87,79,increase in CM - ITN continuous-LARV,increase in CM - ITN continuous-LARV,increase in CM - ITN continuous-LARV,increase in CM - ITN continuous-LARV,increase in CM - ITN continuous,increase in CM - ITN continuous,ITN continuous-LARV,ITN continuous-LARV,ITN continuous,ITN continuous-LARV,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,ITN MRC continuous
15,Meru,Northern,Arusha,very low,very low,45,45,ITN MRC,increase in CM - ITN MRC,increase in CM - ITN MRC,31,31,31,31,33,32,1,1,3,2,33,32,3,increase in CM-LARV,increase in CM-LARV,increase in CM-LARV,increase in CM-LARV,increase in CM,increase in CM-MDA,LARV,LARV,no increase in CM,MDA,increase in CM,increase in CM-MDA,no increase in CM
15,Rombo,Northern,Kilimanjaro,very low,very low,45,45,ITN MRC,increase in CM - ITN MRC,increase in CM - ITN MRC,31,31,31,31,33,32,1,1,3,2,33,32,3,increase in CM-LARV,increase in CM-LARV,increase in CM-LARV,increase in CM-LARV,increase in CM,increase in CM-MDA,LARV,LARV,no increase in CM,MDA,increase in CM,increase in CM-MDA,no increase in CM
15,Iramba,Central,Singida,low,low,45,45,ITN MRC,increase in CM - ITN MRC,increase in CM - ITN MRC,49,49,49,49,51,51,19,19,21,19,87,87,79,increase in CM - ITN continuous-LARV,increase in CM - ITN continuous-LARV,increase in CM - ITN continuous-LARV,increase in CM - ITN continuous-LARV,increase in CM - ITN continuous,increase in CM - ITN continuous,ITN continuous-LARV,ITN continuous-LARV,ITN continuous,ITN continuous-LARV,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,ITN MRC continuous
15,Muheza,Northern,Tanga,high,high,45,45,ITN MRC,increase in CM - ITN MRC,increase in CM - ITN MRC,83,83,91,91,91,91,83,83,83,83,73,73,65,ITN MRC continuous,ITN MRC continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,ITN MRC continuous,ITN MRC continuous,ITN MRC continuous,ITN MRC continuous,increase in CM - ITN continuous-IPTsc,increase in CM - ITN continuous-IPTsc,ITN continuous-IPTsc
15,Mbeya,Southwest Highlands,Mbeya,urban,low,45,45,ITN MRC,increase in CM - ITN MRC,increase in CM - ITN MRC,49,49,49,49,49,49,19,19,19,19,51,51,21,increase in CM - ITN continuous-LARV,increase in CM - ITN continuous-LARV,increase in CM - ITN continuous-LARV,increase in CM - ITN continuous-LARV,increase in CM - ITN continuous-LARV,increase in CM - ITN continuous-LARV,ITN continuous-LARV,ITN continuous-LARV,ITN continuous-LARV,ITN continuous-LARV,increase in CM - ITN continuous,increase in CM - ITN continuous,ITN continuous
15,Makambako Township Authority,Southern Highlands,Njombe,very low,very low,45,45,ITN MRC,increase in CM - ITN MRC,increase in CM - ITN MRC,31,31,31,31,33,32,1,1,3,2,33,32,3,increase in CM-LARV,increase in CM-LARV,increase in CM-LARV,increase in CM-LARV,increase in CM,increase in CM-MDA,LARV,LARV,no increase in CM,MDA,increase in CM,increase in CM-MDA,no increase in CM
15,Mufindi,Southern Highlands,Iringa,low,low,45,45,ITN MRC,increase in CM - ITN MRC,increase in CM - ITN MRC,49,49,49,49,51,51,19,19,21,19,87,87,79,increase in CM - ITN continuous-LARV,increase in CM - ITN continuous-LARV,increase in CM - ITN continuous-LARV,increase in CM - ITN continuous-LARV,increase in CM - ITN continuous,increase in CM - ITN continuous,ITN continuous-LARV,ITN continuous-LARV,ITN continuous,ITN continuous-LARV,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,ITN MRC continuous
15,Moshi,Northern,Kilimanjaro,very low,very low,45,45,ITN MRC,increase in CM - ITN MRC,increase in CM - ITN MRC,31,31,31,31,33,32,1,1,3,2,33,32,3,increase in CM-LARV,increase in CM-LARV,increase in CM-LARV,increase in CM-LARV,increase in CM,increase in CM-MDA,LARV,LARV,no increase in CM,MDA,increase in CM,increase in CM-MDA,no increase in CM
15,Songwe,Southwest Highlands,Songwe,moderate,moderate,45,45,ITN MRC,increase in CM - ITN MRC,increase in CM - ITN MRC,27,27,57,57,57,57,27,27,27,27,91,91,83,ITN continuous,ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,ITN continuous,ITN continuous,ITN continuous,ITN continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,ITN MRC continuous
15,Mwanga,Northern,Kilimanjaro,very low,very low,45,45,ITN MRC,increase in CM - ITN MRC,increase in CM - ITN MRC,31,31,31,31,33,32,1,1,3,2,33,32,3,increase in CM-LARV,increase in CM-LARV,increase in CM-LARV,increase in CM-LARV,increase in CM,increase in CM-MDA,LARV,LARV,no increase in CM,MDA,increase in CM,increase in CM-MDA,no increase in CM
15,Sumbawanga,Southwest Highlands,Rukwa,low,low,45,45,ITN MRC,increase in CM - ITN MRC,increase in CM - ITN MRC,49,49,49,49,51,51,19,19,21,19,87,87,79,increase in CM - ITN continuous-LARV,increase in CM - ITN continuous-LARV,increase in CM - ITN continuous-LARV,increase in CM - ITN continuous-LARV,increase in CM - ITN continuous,increase in CM - ITN continuous,ITN continuous-LARV,ITN continuous-LARV,ITN continuous,ITN continuous-LARV,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,ITN MRC continuous
15,Kondoa TC,Central,Dodoma,very low,very low,45,45,ITN MRC,increase in CM - ITN MRC,increase in CM - ITN MRC,31,31,31,31,33,32,1,1,3,2,33,32,3,increase in CM-LARV,increase in CM-LARV,increase in CM-LARV,increase in CM-LARV,increase in CM,increase in CM-MDA,LARV,LARV,no increase in CM,MDA,increase in CM,increase in CM-MDA,no increase in CM
15,Longido,Northern,Arusha,very low,very low,45,45,ITN MRC,increase in CM - ITN MRC,increase in CM - ITN MRC,31,31,31,31,33,32,1,1,3,2,33,32,3,increase in CM-LARV,increase in CM-LARV,increase in CM-LARV,increase in CM-LARV,increase in CM,increase in CM-MDA,LARV,LARV,no increase in CM,MDA,increase in CM,increase in CM-MDA,no increase in CM
15,Mkinga,Northern,Tanga,moderate,moderate,45,45,ITN MRC,increase in CM - ITN MRC,increase in CM - ITN MRC,27,27,57,57,57,57,27,27,27,27,91,91,83,ITN continuous,ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,ITN continuous,ITN continuous,ITN continuous,ITN continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,ITN MRC continuous
15,Tunduma,Southwest Highlands,Songwe,very low,very low,45,45,ITN MRC,increase in CM - ITN MRC,increase in CM - ITN MRC,31,31,31,31,33,32,1,1,3,2,33,32,3,increase in CM-LARV,increase in CM-LARV,increase in CM-LARV,increase in CM-LARV,increase in CM,increase in CM-MDA,LARV,LARV,no increase in CM,MDA,increase in CM,increase in CM-MDA,no increase in CM
15,Njombe Urban,Southern Highlands,Njombe,very low,very low,45,45,ITN MRC,increase in CM - ITN MRC,increase in CM - ITN MRC,31,31,31,31,33,32,1,1,3,2,33,32,3,increase in CM-LARV,increase in CM-LARV,increase in CM-LARV,increase in CM-LARV,increase in CM,increase in CM-MDA,LARV,LARV,no increase in CM,MDA,increase in CM,increase in CM-MDA,no increase in CM
15,Kongwa,Central,Dodoma,low,low,45,45,ITN MRC,increase in CM - ITN MRC,increase in CM - ITN MRC,49,49,49,49,51,51,19,19,21,19,87,87,79,increase in CM - ITN continuous-LARV,increase in CM - ITN continuous-LARV,increase in CM - ITN continuous-LARV,increase in CM - ITN continuous-LARV,increase in CM - ITN continuous,increase in CM - ITN continuous,ITN continuous-LARV,ITN continuous-LARV,ITN continuous,ITN continuous-LARV,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,ITN MRC continuous
15,Njombe,Southern Highlands,Njombe,low,low,45,45,ITN MRC,increase in CM - ITN MRC,increase in CM - ITN MRC,49,49,49,49,51,51,19,19,21,19,87,87,79,increase in CM - ITN continuous-LARV,increase in CM - ITN continuous-LARV,increase in CM - ITN continuous-LARV,increase in CM - ITN continuous-LARV,increase in CM - ITN continuous,increase in CM - ITN continuous,ITN continuous-LARV,ITN continuous-LARV,ITN continuous,ITN continuous-LARV,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,ITN MRC continuous
15,Mbozi,Southwest Highlands,Songwe,very low,very low,45,45,ITN MRC,increase in CM - ITN MRC,increase in CM - ITN MRC,31,31,31,31,33,32,1,1,3,2,33,32,3,increase in CM-LARV,increase in CM-LARV,increase in CM-LARV,increase in CM-LARV,increase in CM,increase in CM-MDA,LARV,LARV,no increase in CM,MDA,increase in CM,increase in CM-MDA,no increase in CM
15,Pangani,Northern,Tanga,moderate,moderate,45,45,ITN MRC,increase in CM - ITN MRC,increase in CM - ITN MRC,27,27,57,57,57,57,27,27,27,27,91,91,83,ITN continuous,ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,ITN continuous,ITN continuous,ITN continuous,ITN continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,ITN MRC continuous
15,Nkasi,Southwest Highlands,Rukwa,moderate,moderate,45,45,ITN MRC,increase in CM - ITN MRC,increase in CM - ITN MRC,27,27,57,57,57,57,27,27,27,27,91,91,83,ITN continuous,ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,ITN continuous,ITN continuous,ITN continuous,ITN continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,ITN MRC continuous
15,Ludewa,Southern Highlands,Njombe,moderate,moderate,45,45,ITN MRC,increase in CM - ITN MRC,increase in CM - ITN MRC,27,27,57,57,57,57,27,27,27,27,91,91,83,ITN continuous,ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,ITN continuous,ITN continuous,ITN continuous,ITN continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,ITN MRC continuous
15,Korogwe Township Authority,Northern,Tanga,moderate,moderate,45,45,ITN MRC,increase in CM - ITN MRC,increase in CM - ITN MRC,27,27,57,57,57,57,27,27,27,27,91,91,83,ITN continuous,ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,ITN continuous,ITN continuous,ITN continuous,ITN continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,ITN MRC continuous
15,Rungwe,Southwest Highlands,Mbeya,low,low,45,45,ITN MRC,increase in CM - ITN MRC,increase in CM - ITN MRC,49,49,49,49,51,51,19,19,21,19,87,87,79,increase in CM - ITN continuous-LARV,increase in CM - ITN continuous-LARV,increase in CM - ITN continuous-LARV,increase in CM - ITN continuous-LARV,increase in CM - ITN continuous,increase in CM - ITN continuous,ITN continuous-LARV,ITN continuous-LARV,ITN continuous,ITN continuous-LARV,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,ITN MRC continuous
15,Korogwe,Northern,Tanga,moderate,moderate,45,45,ITN MRC,increase in CM - ITN MRC,increase in CM - ITN MRC,27,27,57,57,57,57,27,27,27,27,91,91,83,ITN continuous,ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,ITN continuous,ITN continuous,ITN continuous,ITN continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,ITN MRC continuous
15,Mpwapwa,Central,Dodoma,moderate,moderate,45,45,ITN MRC,increase in CM - ITN MRC,increase in CM - ITN MRC,27,27,57,57,57,57,27,27,27,27,91,91,83,ITN continuous,ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,ITN continuous,ITN continuous,ITN continuous,ITN continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,ITN MRC continuous
15,Simanjiro,Central,Manyara,low,low,45,45,ITN MRC,increase in CM - ITN MRC,increase in CM - ITN MRC,49,49,49,49,51,51,19,19,21,19,87,87,79,increase in CM - ITN continuous-LARV,increase in CM - ITN continuous-LARV,increase in CM - ITN continuous-LARV,increase in CM - ITN continuous-LARV,increase in CM - ITN continuous,increase in CM - ITN continuous,ITN continuous-LARV,ITN continuous-LARV,ITN continuous,ITN continuous-LARV,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,ITN MRC continuous
15,Momba,Southwest Highlands,Songwe,moderate,moderate,45,45,ITN MRC,increase in CM - ITN MRC,increase in CM - ITN MRC,27,27,57,57,57,57,27,27,27,27,91,91,83,ITN continuous,ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,ITN continuous,ITN continuous,ITN continuous,ITN continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,ITN MRC continuous
15,Monduli,Northern,Arusha,very low,very low,45,45,ITN MRC,increase in CM - ITN MRC,increase in CM - ITN MRC,31,31,31,31,33,32,1,1,3,2,33,32,3,increase in CM-LARV,increase in CM-LARV,increase in CM-LARV,increase in CM-LARV,increase in CM,increase in CM-MDA,LARV,LARV,no increase in CM,MDA,increase in CM,increase in CM-MDA,no increase in CM
25,Ilemela,Lake,Mwanza,urban,moderate,55,55,ITN continuous-LARV,increase in CM - ITN continuous-LARV,increase in CM - ITN continuous-LARV,55,55,55,55,55,55,25,25,25,25,91,91,83,increase in CM - ITN continuous-LARV,increase in CM - ITN continuous-LARV,increase in CM - ITN continuous-LARV,increase in CM - ITN continuous-LARV,increase in CM - ITN continuous-LARV,increase in CM - ITN continuous-LARV,ITN continuous-LARV,ITN continuous-LARV,ITN continuous-LARV,ITN continuous-LARV,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,ITN MRC continuous
25,Lindi Urban,Southern,Lindi,urban,high,55,55,ITN continuous-LARV,increase in CM - ITN continuous-LARV,increase in CM - ITN continuous-LARV,55,55,55,55,55,55,25,25,25,25,75,73,65,increase in CM - ITN continuous-LARV,increase in CM - ITN continuous-LARV,increase in CM - ITN continuous-LARV,increase in CM - ITN continuous-LARV,increase in CM - ITN continuous-LARV,increase in CM - ITN continuous-LARV,ITN continuous-LARV,ITN continuous-LARV,ITN continuous-LARV,ITN continuous-LARV,increase in CM - ITN MRC continuous-IPTsc,increase in CM - ITN continuous-IPTsc,ITN continuous-IPTsc
25,Mpanda Urban,Southwest Highlands,Katavi,urban,moderate,55,55,ITN continuous-LARV,increase in CM - ITN continuous-LARV,increase in CM - ITN continuous-LARV,55,55,55,55,55,55,25,25,25,25,91,91,83,increase in CM - ITN continuous-LARV,increase in CM - ITN continuous-LARV,increase in CM - ITN continuous-LARV,increase in CM - ITN continuous-LARV,increase in CM - ITN continuous-LARV,increase in CM - ITN continuous-LARV,ITN continuous-LARV,ITN continuous-LARV,ITN continuous-LARV,ITN continuous-LARV,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,ITN MRC continuous
25,Mtwara Urban,Southern,Mtwara,urban,high,55,55,ITN continuous-LARV,increase in CM - ITN continuous-LARV,increase in CM - ITN continuous-LARV,55,55,55,55,55,55,25,25,25,25,75,73,65,increase in CM - ITN continuous-LARV,increase in CM - ITN continuous-LARV,increase in CM - ITN continuous-LARV,increase in CM - ITN continuous-LARV,increase in CM - ITN continuous-LARV,increase in CM - ITN continuous-LARV,ITN continuous-LARV,ITN continuous-LARV,ITN continuous-LARV,ITN continuous-LARV,increase in CM - ITN MRC continuous-IPTsc,increase in CM - ITN continuous-IPTsc,ITN continuous-IPTsc
25,Bukoba Urban,Lake,Kagera,urban,low,55,55,ITN continuous-LARV,increase in CM - ITN continuous-LARV,increase in CM - ITN continuous-LARV,49,49,49,49,49,49,19,19,19,19,51,51,21,increase in CM - ITN continuous-LARV,increase in CM - ITN continuous-LARV,increase in CM - ITN continuous-LARV,increase in CM - ITN continuous-LARV,increase in CM - ITN continuous-LARV,increase in CM - ITN continuous-LARV,ITN continuous-LARV,ITN continuous-LARV,ITN continuous-LARV,ITN continuous-LARV,increase in CM - ITN continuous,increase in CM - ITN continuous,ITN continuous
25,Songea Urban,Southern Highlands,Ruvuma,urban,moderate,55,55,ITN continuous-LARV,increase in CM - ITN continuous-LARV,increase in CM - ITN continuous-LARV,55,55,55,55,55,55,25,25,25,25,91,91,83,increase in CM - ITN continuous-LARV,increase in CM - ITN continuous-LARV,increase in CM - ITN continuous-LARV,increase in CM - ITN continuous-LARV,increase in CM - ITN continuous-LARV,increase in CM - ITN continuous-LARV,ITN continuous-LARV,ITN continuous-LARV,ITN continuous-LARV,ITN continuous-LARV,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,ITN MRC continuous
25,Kigoma Urban,Western,Kigoma,urban,high,55,55,ITN continuous-LARV,increase in CM - ITN continuous-LARV,increase in CM - ITN continuous-LARV,55,55,55,55,55,55,25,25,25,25,75,73,65,increase in CM - ITN continuous-LARV,increase in CM - ITN continuous-LARV,increase in CM - ITN continuous-LARV,increase in CM - ITN continuous-LARV,increase in CM - ITN continuous-LARV,increase in CM - ITN continuous-LARV,ITN continuous-LARV,ITN continuous-LARV,ITN continuous-LARV,ITN continuous-LARV,increase in CM - ITN MRC continuous-IPTsc,increase in CM - ITN continuous-IPTsc,ITN continuous-IPTsc
25,Morogoro Urban,Eastern,Morogoro,urban,moderate,55,55,ITN continuous-LARV,increase in CM - ITN continuous-LARV,increase in CM - ITN continuous-LARV,55,55,55,55,55,55,25,25,25,25,91,91,83,increase in CM - ITN continuous-LARV,increase in CM - ITN continuous-LARV,increase in CM - ITN continuous-LARV,increase in CM - ITN continuous-LARV,increase in CM - ITN continuous-LARV,increase in CM - ITN continuous-LARV,ITN continuous-LARV,ITN continuous-LARV,ITN continuous-LARV,ITN continuous-LARV,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,ITN MRC continuous
25,Musoma Urban,Lake,Mara,urban,moderate,55,55,ITN continuous-LARV,increase in CM - ITN continuous-LARV,increase in CM - ITN continuous-LARV,55,55,55,55,55,55,25,25,25,25,91,91,83,increase in CM - ITN continuous-LARV,increase in CM - ITN continuous-LARV,increase in CM - ITN continuous-LARV,increase in CM - ITN continuous-LARV,increase in CM - ITN continuous-LARV,increase in CM - ITN continuous-LARV,ITN continuous-LARV,ITN continuous-LARV,ITN continuous-LARV,ITN continuous-LARV,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,ITN MRC continuous
25,Tabora Urban,Western,Tabora,urban,high,55,55,ITN continuous-LARV,increase in CM - ITN continuous-LARV,increase in CM - ITN continuous-LARV,55,55,55,55,55,55,25,25,25,25,75,73,65,increase in CM - ITN continuous-LARV,increase in CM - ITN continuous-LARV,increase in CM - ITN continuous-LARV,increase in CM - ITN continuous-LARV,increase in CM - ITN continuous-LARV,increase in CM - ITN continuous-LARV,ITN continuous-LARV,ITN continuous-LARV,ITN continuous-LARV,ITN continuous-LARV,increase in CM - ITN MRC continuous-IPTsc,increase in CM - ITN continuous-IPTsc,ITN continuous-IPTsc
25,Nyamagana,Lake,Mwanza,urban,low,55,55,ITN continuous-LARV,increase in CM - ITN continuous-LARV,increase in CM - ITN continuous-LARV,49,49,49,49,49,49,19,19,19,19,51,51,21,increase in CM - ITN continuous-LARV,increase in CM - ITN continuous-LARV,increase in CM - ITN continuous-LARV,increase in CM - ITN continuous-LARV,increase in CM - ITN continuous-LARV,increase in CM - ITN continuous-LARV,ITN continuous-LARV,ITN continuous-LARV,ITN continuous-LARV,ITN continuous-LARV,increase in CM - ITN continuous,increase in CM - ITN continuous,ITN continuous
25,Shinyanga Urban,Lake,Shinyanga,urban,moderate,55,55,ITN continuous-LARV,increase in CM - ITN continuous-LARV,increase in CM - ITN continuous-LARV,55,55,55,55,55,55,25,25,25,25,91,91,83,increase in CM - ITN continuous-LARV,increase in CM - ITN continuous-LARV,increase in CM - ITN continuous-LARV,increase in CM - ITN continuous-LARV,increase in CM - ITN continuous-LARV,increase in CM - ITN continuous-LARV,ITN continuous-LARV,ITN continuous-LARV,ITN continuous-LARV,ITN continuous-LARV,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,ITN MRC continuous
27,Maswa,Lake,Simiyu,moderate,moderate,57,57,ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,27,27,57,57,57,57,27,27,27,27,91,91,83,ITN continuous,ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,ITN continuous,ITN continuous,ITN continuous,ITN continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,ITN MRC continuous
27,Kasulu Township Authority,Western,Kigoma,moderate,moderate,57,57,ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,27,27,57,57,57,57,27,27,27,27,91,91,83,ITN continuous,ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,ITN continuous,ITN continuous,ITN continuous,ITN continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,ITN MRC continuous
27,Kibaha,Eastern,Pwani,high,high,57,57,ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,83,83,91,91,91,91,83,83,83,83,73,73,65,ITN MRC continuous,ITN MRC continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,ITN MRC continuous,ITN MRC continuous,ITN MRC continuous,ITN MRC continuous,increase in CM - ITN continuous-IPTsc,increase in CM - ITN continuous-IPTsc,ITN continuous-IPTsc
27,Busega,Lake,Simiyu,moderate,moderate,57,57,ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,27,27,57,57,57,57,27,27,27,27,91,91,83,ITN continuous,ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,ITN continuous,ITN continuous,ITN continuous,ITN continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,ITN MRC continuous
27,Meatu,Lake,Simiyu,moderate,moderate,57,57,ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,27,27,57,57,57,57,27,27,27,27,91,91,83,ITN continuous,ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,ITN continuous,ITN continuous,ITN continuous,ITN continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,ITN MRC continuous
